"Source2","Min.same","Min.diff","Strain","Isolate","state","SNP.cluster","season"
"environment",2,5,"FDA850136-021","PDT000049163.2","WA","PDS000000270.29","Winter"
"environment",2,2,"FDA850136-030","PDT000049164.2","WA","PDS000000270.29","Winter"
"environment",4,7,"FDA850136-024","PDT000049165.2","WA","PDS000000270.29","Winter"
"environment",4,6,"FDA850136-040","PDT000049166.2","WA","PDS000000270.29","Winter"
"environment",1,1,"FDA850136-041","PDT000049167.2","WA","PDS000000270.29","Winter"
"environment",2,4,"FDA850136-031","PDT000049168.2","WA","PDS000000270.29","Winter"
"environment",7,8,"FDA850136-043","PDT000049169.2","WA","PDS000000270.29","Winter"
"environment",2,5,"FDA850136-051","PDT000049170.2","WA","PDS000000270.29","Winter"
"environment",1,4,"FDA850136-044","PDT000049171.2","WA","PDS000000270.29","Winter"
"environment",8,9,"FDA850136-052","PDT000049172.2","WA","PDS000000270.29","Winter"
"environment",14,18,"FDA865624-43A","PDT000049384.2","TX","PDS000000366.504","Winter"
"environment",1,31,"FDA865625-96A","PDT000049388.2","TX","PDS000024989.120","Winter"
"environment",0,31,"FDA849072 65-A","PDT000049390.3","TX","PDS000024989.120","Spring"
"environment",3,33,"FDA865624-51A","PDT000049392.2","TX","PDS000024989.120","Winter"
"vegetables",1,1,"FDA835095 2-4","PDT000049528.2","IL","PDS000024842.11","Summer"
"environment",10,24,"FDA844153-77","PDT000049680.2","NY","PDS000025433.69","Fall"
"environment",3,37,"FDA844153-85","PDT000049719.2","NY","PDS000024647.66","Fall"
"environment",3,37,"FDA844153-81","PDT000049722.2","NY","PDS000024647.66","Fall"
"environment",1,35,"FDA844153-51","PDT000049726.2","NY","PDS000024647.66","Fall"
"environment",0,34,"FDA844153-88","PDT000049728.3","NY","PDS000024647.66","Fall"
"environment",0,34,"FDA844153-65","PDT000049729.2","NY","PDS000024647.66","Fall"
"environment",1,35,"FDA844153-63","PDT000049733.2","NY","PDS000024647.66","Fall"
"environment",1,35,"FDA844153-16","PDT000049736.2","NY","PDS000024647.66","Fall"
"environment",0,36,"FDA844153-30","PDT000049740.2","NY","PDS000024647.66","Fall"
"environment",1,35,"FDA844153-90","PDT000049745.2","NY","PDS000024647.66","Fall"
"environment",1,35,"FDA844153-32","PDT000049746.2","NY","PDS000024647.66","Fall"
"environment",0,36,"FDA844153-57","PDT000049749.2","NY","PDS000024647.66","Fall"
"environment",0,36,"FDA844153-55","PDT000049752.2","NY","PDS000024647.66","Fall"
"environment",0,34,"FDA844153-76","PDT000049753.3","NY","PDS000024647.66","Fall"
"environment",1,36,"FDA844153-45","PDT000049763.2","NY","PDS000024647.66","Fall"
"environment",0,34,"FDA844153-53","PDT000049764.2","NY","PDS000024647.66","Fall"
"environment",2,36,"FDA844153-54","PDT000049771.2","NY","PDS000024647.66","Fall"
"environment",3,37,"FDA844153-72","PDT000049772.2","NY","PDS000024647.66","Fall"
"environment",4,38,"FDA844153-73","PDT000049773.2","NY","PDS000024647.66","Fall"
"environment",1,35,"FDA844153-68","PDT000049776.2","NY","PDS000024647.66","Fall"
"environment",2,36,"FDA844153-89","PDT000049777.2","NY","PDS000024647.66","Fall"
"meat",0,0,"15MN00048","PDT000049823.2","MN","PDS000024851.1","Fall"
"other",0,0,"CFSAN027058","PDT000047094.2","RI","PDS000003380.12","Fall"
"environment",1,4,"FDA852320-3-1","PDT000047544.2","WA","PDS000024878.3","Winter"
"environment",4,7,"FDA852320-5-16","PDT000047545.2","WA","PDS000024878.3","Winter"
"environment",2,4,"FDA852320-30-62","PDT000047546.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-10-27","PDT000047551.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-44-92","PDT000047567.2","WA","PDS000024878.3","Winter"
"environment",0,3,"FDA852320-28-54","PDT000047574.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-33-72","PDT000047575.2","WA","PDS000024878.3","Winter"
"environment",0,3,"FDA852320-51-159","PDT000047584.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-20-46","PDT000047595.2","WA","PDS000024878.3","Winter"
"environment",1,2,"FDA852320-8-19","PDT000047603.2","WA","PDS000024878.3","Winter"
"environment",0,3,"FDA852320-19-37","PDT000047615.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320 35-82","PDT000047618.2","WA","PDS000024878.3","Winter"
"environment",0,17,"FDA593568-49","PDT000047619.2","WA","PDS000024878.3","Winter"
"environment",4,9,"FDA593568-84","PDT000047620.2","WA","PDS000024878.3","Winter"
"environment",1,1,"FDA852320-98-102","PDT000047621.2","WA","PDS000024878.3","Winter"
"environment",0,3,"FDA852320-99-106","PDT000047622.2","WA","PDS000024878.3","Winter"
"environment",1,1,"FDA852320-105-116","PDT000047623.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-109-133","PDT000047624.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-110-145","PDT000047625.2","WA","PDS000024878.3","Winter"
"environment",3,3,"FDA852320-111-149","PDT000047626.2","WA","PDS000024878.3","Winter"
"environment",0,10,"FDA593568-65","PDT000047627.2","WA","PDS000024878.3","Winter"
"environment",0,14,"FDA593568-66","PDT000047628.2","WA","PDS000024878.3","Winter"
"environment",0,14,"FDA593568-83","PDT000047629.2","WA","PDS000024878.3","Winter"
"environment",0,10,"FDA593568-92","PDT000047630.2","WA","PDS000024878.3","Winter"
"environment",0,0,"FDA852320-108-126","PDT000047631.2","WA","PDS000024878.3","Winter"
"dairy",5,7,"FDA435294-1","PDT000047968.3","Other","PDS000024878.3","Winter"
"dairy",1,9,"FDA435294-2","PDT000047999.3","Other","PDS000024878.3","Winter"
"fruits",1,1,"15MN00008","PDT000048049.2","MN","PDS000003342.11","Winter"
"fruits",0,0,"15MN00009","PDT000048050.2","MN","PDS000024934.85","Winter"
"environment",0,0,"FDA870215-39","PDT000048154.2","CA","PDS000003342.11","Winter"
"environment",0,0,"FDA870215-44","PDT000048155.2","CA","PDS000003342.11","Winter"
"environment",1,1,"FDA870215-63","PDT000048175.2","CA","PDS000024934.85","Winter"
"environment",0,0,"FDA870215-100","PDT000048176.2","CA","PDS000024934.85","Winter"
"environment",0,0,"FDA870215-106","PDT000048177.2","CA","PDS000003342.11","Winter"
"environment",0,0,"FDA870215-3","PDT000048192.2","CA","PDS000003342.11","Winter"
"environment",0,0,"FDA870215-41","PDT000048197.2","CA","PDS000003342.11","Winter"
"fruits",0,0,"FDA894065-5-A","PDT000048250.2","NE","PDS000024934.85","Winter"
"fruits",2,2,"FDA894065-6-A","PDT000048251.2","NE","PDS000024934.85","Winter"
"fruits",0,1,"FDA894067-10-A","PDT000048252.2","NE","PDS000024934.85","Winter"
"fruits",1,1,"FDA894068-5-A","PDT000048256.2","NE","PDS000024934.85","Winter"
"fruits",0,0,"FDA894065-3-A","PDT000048258.2","NE","PDS000003342.11","Winter"
"fruits",0,0,"FDA894066-5-A","PDT000048259.2","NE","PDS000024934.85","Winter"
"fruits",1,0,"FDA894065-2-A","PDT000048264.2","NE","PDS000024934.85","Winter"
"fruits",2,2,"FDA894067-7-A","PDT000048265.2","NE","PDS000003342.11","Winter"
"fruits",0,0,"FDA894065-1-A","PDT000048267.2","NE","PDS000024934.85","Winter"
"fruits",0,0,"FDA894065-7-A","PDT000048268.2","NE","PDS000003342.11","Winter"
"fruits",0,0,"FDA894065-9-A","PDT000048269.2","NE","PDS000003342.11","Winter"
"fruits",2,2,"FDA894065-10-A","PDT000048270.2","NE","PDS000024934.85","Winter"
"environment",7,28,"CFSAN028539","PDT000049948.2","OR","PDS000024989.120","Winter"
"environment",1,27,"CFSAN028536","PDT000049952.2","WA","PDS000024736.40","Winter"
"environment",1,4,"CFSAN028533","PDT000049969.2","CA","PDS000024548.2","Winter"
"fruits",0,0,"FDA897829","PDT000049973.2","Other","PDS000024934.85","Winter"
"other",4,37,"CFSAN028534","PDT000049975.2","TX","PDS000024989.120","Winter"
"sea_food",0,2,"FDA879056-1-1","PDT000050273.2","CA","PDS000000366.504","Winter"
"environment",30,33,"VA-WGS-00404","PDT000050559.2","NC","PDS000025113.12","Spring"
"other",2,2,"CFSAN029621","PDT000050632.2","PA","PDS000003255.56","Winter"
"poultry",2,31,"CFSAN029608","PDT000050634.2","GA","PDS000024900.119","Winter"
"environment",6,16,"CFSAN029609","PDT000050635.2","WI","PDS000000366.504","Winter"
"poultry",0,17,"CFSAN029610","PDT000050636.2","MN","PDS000000366.504","Winter"
"environment",0,19,"CFSAN029611","PDT000050637.2","IL","PDS000024842.11","Winter"
"environment",0,19,"CFSAN029612","PDT000050638.2","IL","PDS000024842.11","Winter"
"meat",7,42,"CFSAN029617","PDT000050639.2","TX","PDS000024989.120","Winter"
"environment",2,27,"CFSAN029613","PDT000050655.2","WA","PDS000024736.40","Winter"
"environment",0,19,"CFSAN029616","PDT000050670.2","IL","PDS000024842.11","Winter"
"environment",1,9,"CFSAN029794","PDT000060202.2","SC","PDS000025233.7","Winter"
"sea_food",1,20,"CFSAN028677","PDT000060261.2","MD","PDS000024448.2","Spring"
"environment",9,26,"VA-WGS-00426","PDT000060263.2","NC","PDS000000319.57","Fall"
"environment",0,21,"CFSAN030476","PDT000060273.2","TX","PDS000024989.120","Winter"
"other",0,26,"CFSAN028672","PDT000060274.2","GA","PDS000025466.69","Spring"
"other",3,3,"CFSAN028660","PDT000060277.2","GA","PDS000003363.31","Winter"
"environment",2,6,"CFSAN030794","PDT000060280.2","TX","PDS000025233.7","Spring"
"environment",0,21,"CFSAN030477","PDT000060297.2","TX","PDS000024989.120","Winter"
"fruits",0,26,"CFSAN028670","PDT000060305.2","GA","PDS000025466.69","Spring"
"environment",1,22,"CFSAN030475","PDT000060340.2","TX","PDS000024989.120","Winter"
"other",10,37,"CFSAN030457","PDT000060343.2","CO","PDS000025466.69","Winter"
"other",0,7,"CFSAN028675","PDT000060365.2","CA","PDS000003128.5","Spring"
"environment",1,22,"CFSAN030478","PDT000060371.2","TX","PDS000024989.120","Winter"
"sea_food",1,6,"CFSAN028673","PDT000060379.2","CA","PDS000003128.5","Spring"
"sea_food",1,20,"CFSAN028680","PDT000060383.2","MD","PDS000024448.2","Spring"
"environment",1,18,"CFSAN030466","PDT000060396.2","MN","PDS000000366.504","Winter"
"environment",0,4,"WAPHL-LIS-A00036","PDT000060408.2","WA","PDS000000270.29","Spring"
"fruits",1,27,"CFSAN028666","PDT000060409.2","GA","PDS000025466.69","Spring"
"vegetables",5,21,"FDA907635; CL15-200188","PDT000063410.2","MI","PDS000000366.504","Spring"
"environment",2,6,"FDA896004-19-1","PDT000063716.2","CA","PDS000000366.504","Spring"
"environment",0,4,"FDA896004-41-1","PDT000064617.2","CA","PDS000000366.504","Spring"
"environment",2,6,"FDA896004-6-1","PDT000064620.2","CA","PDS000000366.504","Spring"
"environment",10,10,"CFSAN032531","PDT000064738.2","TX","PDS000025233.7","Winter"
"environment",8,8,"CFSAN032532","PDT000064739.2","TX","PDS000025233.7","Winter"
"meat",0,0,"15MN00049","PDT000049841.2","MN","PDS000024851.1","Fall"
"fruits",1,14,"FDA897760","PDT000049901.2","Other","PDS000017980.5","Winter"
"meat",23,27,"CFSAN028531","PDT000049903.2","NJ","PDS000024352.65","Winter"
"environment",18,19,"CFSAN028544","PDT000049912.2","GA","PDS000000366.504","Winter"
"poultry",1,1,"CFSAN028535","PDT000049920.2","MA","PDS000024733.5","Winter"
"environment",7,32,"CFSAN028537","PDT000049921.2","WA","PDS000024736.40","Winter"
"other",1,2,"CFSAN028543","PDT000049926.2","IL","PDS000003073.39","Winter"
"environment",4,28,"CFSAN028540","PDT000049934.2","OR","PDS000024989.120","Winter"
"meat",1,11,"CFSAN028545","PDT000049935.2","FL","PDS000003282.21","Winter"
"dairy",2,2,"FLAG-83153","PDT000107304.2","FL","PDS000024625.12","Summer"
"poultry",0,25,"FLAG-78590","PDT000107310.2","FL","PDS000024196.41","Winter"
"sea_food",4,7,"FLAG-82946","PDT000107311.2","FL","PDS000000366.504","Summer"
"meat",2,10,"FLAG-01013","PDT000107353.2","FL","PDS000003204.124","Spring"
"sea_food",0,6,"FLAG-01269","PDT000107355.2","FL","PDS000025411.10","Spring"
"sea_food",0,6,"FLAG-01270","PDT000107356.2","FL","PDS000025411.10","Spring"
"sea_food",0,6,"FLAG-01271","PDT000107357.2","FL","PDS000025411.10","Spring"
"environment",6,23,"FDA934893-05","PDT000107374.2","NJ","PDS000000366.504","Winter"
"environment",0,19,"FDA934893-07","PDT000107375.2","NJ","PDS000000366.504","Winter"
"environment",1,20,"FDA934893-09","PDT000107376.2","NJ","PDS000000366.504","Winter"
"environment",1,19,"FDA934893-17","PDT000107377.2","NJ","PDS000000366.504","Winter"
"environment",0,29,"FDA934893-18","PDT000107378.2","NJ","PDS000000314.80","Winter"
"environment",0,29,"FDA934893-20","PDT000107379.2","NJ","PDS000000314.80","Winter"
"environment",1,20,"FDA934893-23","PDT000107380.2","NJ","PDS000000366.504","Winter"
"environment",2,19,"FDA934893-25","PDT000107381.2","NJ","PDS000000366.504","Winter"
"environment",1,17,"FDA934893-28","PDT000107382.2","NJ","PDS000000366.504","Winter"
"environment",2,19,"FDA934893-35","PDT000107383.2","NJ","PDS000000366.504","Winter"
"environment",0,19,"FDA934893-40","PDT000107384.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934893-41","PDT000107385.2","NJ","PDS000000366.504","Winter"
"other",0,25,"FLAG-78586","PDT000107442.2","FL","PDS000024196.41","Winter"
"other",1,15,"FLAG-77107","PDT000107445.2","FL","PDS000024556.1","Fall"
"sea_food",3,23,"FLAG-84988","PDT000107447.2","FL","PDS000025156.35","Fall"
"poultry",0,25,"FLAG-76791","PDT000107450.2","FL","PDS000024385.7","Fall"
"other",1,25,"FLAG-79296","PDT000107451.2","FL","PDS000003254.20","Winter"
"poultry",0,11,"FLAG-81515","PDT000107452.2","FL","PDS000024647.66","Spring"
"poultry",0,25,"FLAG-78589","PDT000107454.2","FL","PDS000024196.41","Winter"
"other",2,31,"FLAG-78363","PDT000107455.2","FL","PDS000000366.504","Winter"
"environment",25,21,"FDA685945 23-1","PDT000108038.2","MI","PDS000003172.105","Summer"
"environment",5,11,"FDA668142 93-1","PDT000108042.2","MN","PDS000024755.1","Fall"
"environment",5,6,"FDA668142 89-1","PDT000108043.2","MN","PDS000024755.1","Fall"
"dairy",0,23,"FDA662732-2","PDT000108045.2","Other","PDS000025037.42","Fall"
"dairy",0,23,"FDA662732-1","PDT000108046.2","Other","PDS000025037.42","Fall"
"dairy",1,24,"FDA662731-2","PDT000108047.2","Other","PDS000025037.42","Fall"
"dairy",0,23,"FDA662731-1","PDT000108048.2","Other","PDS000025037.42","Fall"
"poultry",0,11,"FLAG-78223","PDT000108264.2","FL","PDS000024647.66","Winter"
"other",2,31,"FLAG-78361","PDT000108266.2","FL","PDS000000366.504","Winter"
"poultry",5,5,"FLAG-86576","PDT000108267.2","FL","PDS000000366.504","Fall"
"poultry",3,3,"FLAG-86577","PDT000108268.2","FL","PDS000000366.504","Fall"
"poultry",1,1,"FLAG-86578","PDT000108273.2","FL","PDS000000366.504","Fall"
"poultry",0,27,"FLAG-64733","PDT000110615.2","FL","PDS000083553.8","Spring"
"meat",2,28,"FLAG-84734","PDT000110731.8","FL","PDS000000366.504","Summer"
"dairy",30,33,"ARS-CC9231","PDT000110798.2","VT","PDS000000218.24","Winter"
"dairy",1,1,"WAPHL_LIS_A00010","PDT000103525.2","WA","PDS000000270.29","Winter"
"dairy",2,6,"WAPHL_LIS_A00012","PDT000103526.2","WA","PDS000000270.29","Winter"
"dairy",1,4,"WAPHL_LIS_A00014","PDT000103527.2","WA","PDS000000270.29","Winter"
"dairy",0,5,"WAPHL_LIS_A00018","PDT000103528.2","WA","PDS000000270.29","Winter"
"environment",2,5,"WAPHL_LIS_A00020","PDT000103529.2","WA","PDS000000270.29","Winter"
"environment",7,9,"WAPHL_LIS_A00022","PDT000103531.2","WA","PDS000024652.11","Winter"
"environment",3,5,"WAPHL_LIS_A00023","PDT000103532.2","WA","PDS000000270.29","Winter"
"environment",4,8,"WAPHL_LIS_A00028","PDT000103533.2","WA","PDS000000270.29","Winter"
"environment",0,3,"WAPHL_LIS_A00029","PDT000103534.2","WA","PDS000000270.29","Winter"
"environment",2,5,"WAPHL_LIS_A00024","PDT000103535.2","WA","PDS000000270.29","Winter"
"environment",2,6,"WAPHL_LIS_A00025","PDT000103536.2","WA","PDS000000270.29","Winter"
"environment",5,8,"WAPHL_LIS_A00026","PDT000103537.2","WA","PDS000000270.29","Winter"
"environment",2,4,"WAPHL_LIS_A00027","PDT000103538.2","WA","PDS000000270.29","Winter"
"environment",4,18,"FDA776512-61","PDT000103623.2","FL","PDS000024989.120","Summer"
"environment",4,14,"FDA686582 48-2","PDT000104856.2","MN","PDS000000366.504","Winter"
"environment",0,32,"FDA686582 45-4","PDT000104857.2","MN","PDS000025466.69","Winter"
"environment",3,32,"FDA686582 43-1","PDT000104858.2","MN","PDS000025466.69","Winter"
"environment",4,35,"FDA686582 42-9","PDT000104859.2","MN","PDS000039359.13","Winter"
"environment",12,39,"FDA686582 40-1","PDT000104860.2","MN","PDS000039359.13","Winter"
"environment",1,30,"FDA686582 39-6","PDT000104861.2","MN","PDS000025466.69","Winter"
"environment",11,32,"FDA686582 35-3","PDT000104862.2","MN","PDS000025466.69","Winter"
"environment",0,32,"FDA686582 29-2","PDT000104937.2","MN","PDS000025466.69","Winter"
"environment",2,29,"FDA894870-78-6","PDT000105033.2","WA","PDS000000335.29","Summer"
"environment",2,29,"FDA894870-79-16","PDT000105034.2","WA","PDS000000335.29","Summer"
"environment",6,25,"FDA934892-04","PDT000105708.2","NJ","PDS000000366.504","Winter"
"environment",19,4,"FDA934892-09","PDT000105709.2","NJ","PDS000003277.110","Winter"
"environment",4,21,"FDA934892-10","PDT000105710.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934892-11","PDT000105711.2","NJ","PDS000000366.504","Winter"
"environment",0,20,"FDA934892-16","PDT000105712.2","NJ","PDS000000366.504","Winter"
"environment",4,23,"FDA934892-22","PDT000105713.2","NJ","PDS000000366.504","Winter"
"environment",4,23,"FDA934892-28","PDT000105714.2","NJ","PDS000000366.504","Winter"
"environment",3,23,"FDA934892-29","PDT000105715.2","NJ","PDS000000366.504","Winter"
"environment",3,22,"FDA934892-30","PDT000105716.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934892-33","PDT000105717.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934892-34","PDT000105718.2","NJ","PDS000000366.504","Winter"
"environment",2,21,"FDA934892-36","PDT000105719.2","NJ","PDS000000366.504","Winter"
"environment",0,20,"FDA934892-37","PDT000105720.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934892-38","PDT000105721.2","NJ","PDS000000366.504","Winter"
"environment",6,23,"FDA934892-39","PDT000105722.2","NJ","PDS000000366.504","Winter"
"leafy_greens",0,0,"FDA915554-02","PDT000105726.2","OH","PDS000024934.85","Winter"
"other",2,2,"CFSAN042087","PDT000105740.2","MA","PDS000024306.1","Fall"
"meat",3,11,"CFSAN038695","PDT000105750.2","WI","PDS000000366.504","Summer"
"other",1,22,"CFSAN023459","PDT000105855.2","CA","PDS000024653.8","Summer"
"dairy",0,1,"CFSAN010068","PDT000105856.2","MD","PDS000000397.16","Winter"
"fruits",1,1,"FDA824917-3A","PDT000106383.1","MO","PDS000003342.11","Winter"
"fruits",0,0,"FDA824917-5A","PDT000106384.1","MO","PDS000024934.85","Winter"
"fruits",0,0,"FDA824917-6A","PDT000106385.1","MO","PDS000003342.11","Winter"
"fruits",0,0,"FDA824917-7A","PDT000106386.1","MO","PDS000003342.11","Winter"
"fruits",1,1,"FDA824917-4A","PDT000106387.1","MO","PDS000003342.11","Winter"
"environment",0,23,"CFSAN003424","PDT000102686.3","NY","PDS000004812.19","Summer"
"meat",28,36,"CFSAN004306","PDT000102694.3","OK","PDS000004821.18","Winter"
"other",25,38,"CFSAN003437","PDT000102700.3","CA","PDS000083553.8","Winter"
"meat",35,22,"CFSAN004327","PDT000102702.3","NJ","PDS000041936.29","Winter"
"other",8,1,"CFSAN004331","PDT000102714.3","CT","PDS000025311.254","Fall"
"vegetables",1,1,"CFSAN003418","PDT000102715.3","CT","PDS000000308.30","Winter"
"other",6,14,"CFSAN003431","PDT000102716.3","MD","PDS000025466.69","Winter"
"meat",16,20,"CFSAN004322","PDT000102723.3","FL","PDS000025067.45","Spring"
"meat",5,11,"CFSAN004334","PDT000102724.3","HI","PDS000000366.504","Summer"
"dairy",3,7,"CFSAN044522","PDT000102964.2","WA","PDS000000270.29","Winter"
"dairy",4,9,"CFSAN044524","PDT000103284.2","WA","PDS000000270.29","Winter"
"dairy",1,5,"CFSAN044525","PDT000103285.2","WA","PDS000000270.29","Winter"
"environment",1,6,"CFSAN044526","PDT000103286.2","WA","PDS000000270.29","Winter"
"dairy",3,6,"CFSAN044527","PDT000103287.2","WA","PDS000000270.29","Winter"
"environment",1,5,"CFSAN044528","PDT000103288.2","RI","PDS000000270.29","Winter"
"environment",3,14,"CFSAN044529","PDT000103289.2","RI","PDS000000270.29","Winter"
"dairy",0,11,"CFSAN044530","PDT000103290.2","WA","PDS000000270.29","Spring"
"dairy",0,4,"CFSAN044531","PDT000103291.2","WA","PDS000000270.29","Spring"
"dairy",1,4,"CFSAN044533","PDT000103293.2","WA","PDS000000270.29","Winter"
"dairy",0,4,"CFSAN044536","PDT000103296.2","WA","PDS000000270.29","Winter"
"fruits",0,0,"FDA824917-10A","PDT000106396.1","MO","PDS000024934.85","Winter"
"dairy",3,14,"FDA427426-1","PDT000107221.2","NY","PDS000025014.5","Winter"
"dairy",3,14,"FDA427426-2","PDT000107222.2","NY","PDS000025014.5","Winter"
"dairy",2,20,"FDA427423 Ox","PDT000107223.2","NY","PDS000025014.5","Winter"
"dairy",1,18,"FDA427423 Pal","PDT000107224.2","NY","PDS000025014.5","Winter"
"dairy",0,19,"FDA427428 Pal","PDT000107225.2","NY","PDS000025014.5","Winter"
"dairy",3,22,"FDA427428 Ox","PDT000107226.2","NY","PDS000025014.5","Winter"
"dairy",0,19,"FDA427424","PDT000107227.2","NY","PDS000025014.5","Winter"
"dairy",1,2,"FDA574834-3","PDT000107229.2","NJ","PDS000024625.12","Fall"
"dairy",1,2,"FDA574834-7","PDT000107230.2","NJ","PDS000024625.12","Fall"
"dairy",5,6,"FDA574834-8","PDT000107231.2","NJ","PDS000024625.12","Fall"
"dairy",1,1,"FDA574834-9","PDT000107232.2","NJ","PDS000024625.12","Fall"
"dairy",0,11,"CFSAN044548","PDT000103349.2","WA","PDS000000270.29","Spring"
"dairy",0,4,"CFSAN044549","PDT000103350.2","WA","PDS000000270.29","Spring"
"dairy",0,4,"CFSAN044550","PDT000103351.2","WA","PDS000000270.29","Spring"
"dairy",0,11,"CFSAN044551","PDT000103352.2","WA","PDS000000270.29","Spring"
"dairy",0,11,"CFSAN044552","PDT000103353.2","WA","PDS000000270.29","Spring"
"dairy",0,4,"CFSAN044553","PDT000103354.2","WA","PDS000000270.29","Spring"
"environment",9,37,"CFSAN044554","PDT000103355.2","CA","PDS000024989.120","Winter"
"dairy",3,7,"CFSAN044545","PDT000103358.2","WA","PDS000000270.29","Spring"
"environment",4,12,"FDA894952-01","PDT000103401.2","CA","PDS000000366.504","Winter"
"environment",1,7,"FDA894952-04","PDT000103402.2","CA","PDS000000366.504","Winter"
"environment",4,11,"FDA894952-07","PDT000103403.2","CA","PDS000000366.504","Winter"
"environment",3,10,"FDA894952-09","PDT000103404.2","CA","PDS000000366.504","Winter"
"environment",3,10,"FDA894952-15","PDT000103405.2","CA","PDS000000366.504","Winter"
"environment",1,8,"FDA894952-16","PDT000103406.2","CA","PDS000000366.504","Winter"
"environment",20,31,"FDA894953-079","PDT000103407.2","CA","PDS000025187.1","Winter"
"environment",4,11,"FDA894953-115","PDT000103408.2","CA","PDS000000366.504","Winter"
"other",7,20,"CFSAN004320","PDT000102663.3","MI","PDS000024230.4","Spring"
"fruits",20,41,"CFSAN004321","PDT000102666.3","PA","PDS000024812.15","Winter"
"meat",3,20,"CFSAN004326","PDT000102668.3","CA","PDS000000366.504","Winter"
"meat",0,9,"CFSAN004310","PDT000102673.3","NC","PDS000003204.124","Winter"
"poultry",14,17,"CFSAN004314","PDT000102678.3","NC","PDS000024196.41","Winter"
"meat",20,42,"CFSAN004315","PDT000102679.3","PR","PDS000025513.38","Winter"
"dairy",0,4,"CFSAN044537","PDT000103297.2","WA","PDS000000270.29","Winter"
"environment",8,34,"CFSAN044538","PDT000103298.2","GA","PDS000024349.25","Spring"
"environment",0,35,"CFSAN044540","PDT000103299.2","CA","PDS000024989.120","Winter"
"environment",3,37,"CFSAN044541","PDT000103300.2","CA","PDS000024989.120","Winter"
"environment",0,35,"CFSAN044542","PDT000103301.2","CA","PDS000024989.120","Winter"
"dairy",2,6,"CFSAN044546","PDT000103304.2","WA","PDS000000270.29","Spring"
"dairy",3,7,"CFSAN044547","PDT000103305.2","WA","PDS000000270.29","Spring"
"leafy_greens",0,2,"FDA915554-09","PDT000105723.2","OH","PDS000024934.85","Winter"
"leafy_greens",2,2,"FDA915554-11","PDT000105724.2","OH","PDS000024934.85","Winter"
"leafy_greens",1,1,"FDA915554-13","PDT000105725.2","OH","PDS000024934.85","Winter"
"meat",2,22,"FLAG-45547","PDT000150728.2","FL","PDS000004821.18","Summer"
"meat",0,25,"FLAG-45546","PDT000150729.2","FL","PDS000004821.18","Summer"
"poultry",2,27,"FLAG-45544","PDT000150730.2","FL","PDS000004821.18","Summer"
"dairy",2,3,"FLAG-45474","PDT000150731.2","FL","PDS000000384.70","Summer"
"sea_food",2,22,"FLAG-45452","PDT000150732.2","FL","PDS000024437.35","Summer"
"sea_food",2,20,"FLAG-45066","PDT000150733.2","FL","PDS000024437.35","Summer"
"meat",1,6,"FLAG-44314","PDT000150734.2","FL","PDS000024434.3","Summer"
"poultry",3,8,"FLAG-44276","PDT000150735.2","FL","PDS000024434.3","Summer"
"poultry",22,22,"FLAG-43717","PDT000150737.2","FL","PDS000024989.120","Summer"
"environment",4,16,"FDA952966-113-007","PDT000150741.2","WA","PDS000024652.11","Fall"
"meat",9,25,"NRRL B-57115","PDT000150844.1","IL","PDS000024736.40","Fall"
"environment",0,0,"FDA677759-33","PDT000151405.2","NY","PDS000003054.26","Spring"
"environment",11,23,"FDA715682 110","PDT000151406.2","SC","PDS000024196.41","Winter"
"environment",3,27,"FDA715682 111","PDT000151407.2","SC","PDS000024196.41","Winter"
"environment",0,24,"FDA715682 113","PDT000151408.2","SC","PDS000024196.41","Winter"
"environment",0,24,"FDA715682 98","PDT000151409.2","SC","PDS000024196.41","Winter"
"meat",6,21,"FLAG-46050","PDT000152966.2","FL","PDS000004821.18","Summer"
"meat",2,24,"FLAG-46049","PDT000152967.2","FL","PDS000004821.18","Summer"
"meat",0,25,"FLAG-46048","PDT000152968.2","FL","PDS000004821.18","Summer"
"other",0,5,"FLAG-39612","PDT000152969.2","FL","PDS000024434.3","Winter"
"other",1,6,"FLAG-39611","PDT000152971.2","FL","PDS000024434.3","Winter"
"other",2,7,"FLAG-39610","PDT000152972.2","FL","PDS000024434.3","Winter"
"meat",0,5,"FLAG-39609","PDT000152973.2","FL","PDS000024434.3","Winter"
"poultry",0,5,"FLAG-39606","PDT000152974.2","FL","PDS000024434.3","Winter"
"poultry",0,5,"FLAG-39605","PDT000152975.2","FL","PDS000024434.3","Winter"
"poultry",0,6,"FLAG-39604","PDT000152976.2","FL","PDS000024434.3","Winter"
